SKU из Billing API (Sku.List), страницы объединены: id	serviceId	pricingUnit	price	name	description
  dn2i9ql97kjneo6h8tq8	dn2yds6scistjlmes0fe	hour	0.366 RUB	Yandex Data Streams. Provided shard throughput limit up to 1 MB/s, extended storage time	
  dn2iaq3pf4t5kg5naj8c	dn2hjd8fhbb14l7vkp2c	core_hour	3.5894 RUB	Managed Service for OpenSearch. Host computing resources, AMD Zen 4 HighFreq, 100% vCPU	
  dn2ib6700te8e0icndja	dn2b0fi02sdmf46ijdl5	gbyte_hour	0.0198 RUB	Yandex StoreDoc. Storage on network SSD disks	
  dn2ibbksufoqcikau96d	dn28hpu6268356q0j8mk	gpu_hour	0.2613 RUB	Yandex Data Proc - Intel Broadwell with Nvidia Tesla v100. GPU	
  dn2icrgshvkj5v7twlka	dn2jfbheag6vvls7oplt	server_month	1428.65 RUB	BareMetal. Server type BA-i506-NH-25G with 6 month rental period	
  dn2ideioei5cl4h2gzzt	dn2jfbheag6vvls7oplt	server_month	23.83 RUB	10 Tb HDD SATA Enterprise	
  dn2idprquhacf32r0509	dn2ir0595ak1ntlqc1i2	gbyte	0.0 RUB	Cloud Logging. Data writes	
  dn2idu4vbmqhcq8tr3r3	dn2hmdmghr9j2odlvssi	core_hour	1.396 RUB	Managed Service for PostgreSQL. Host computing resources, Intel Ice Lake, 100% vCPU, CVoS for 1 year	
  dn2ii8nio2fcfc8d11gn	dn2hmdmghr9j2odlvssi	core_hour	1.7897 RUB	Managed Service for PostgreSQL. Host computing resources, AMD Zen 4, 100% vCPU	
  dn2ijfoeml3b5wntrqgb	dn2rbtyqhowkmimgqc5u	user_month	4.98 RUB	Limit on Identity Hub users using SSO for external applications (101-500)	
  dn2ijoryhnurxz4i2w54	dn2220hr46dtogekm57v	core_hour	1.8886 RUB	Managed Service for ClickHouse®. Computing resources of ClickHouse® Keeper hosts, Intel Ice Lake, 100% vCPU	
  dn2ik4cilht6fnzy342n	dn2jfbheag6vvls7oplt	server_month	627.08 RUB	RAM 1024 Gb DDR5 ECC REG	
  dn2ikmrgbcfqnq0e89rh	dn28hpu626uudbq0j8mk	core_hour	1.1244 RUB	Managed Service for MySQL®. Computing resources of standard hosts, Intel Cascade Lake, 5% vCPU	
  dn2il8gmme4emt7kt9jg	dn2220hr46dtogekm57v	core_hour	1.7919 RUB	Managed Service for ClickHouse®. Computing resources of ClickHouse® hosts, Intel Cascade Lake, 100% vCPU, CVoS for 6 months	
  dn2ilq72mjc3bej6j74p	dn22pas77ftg9h3f2djj	gbyte_hour	0.3074 RUB	Regular VM computing resources, Intel Ice Lake, RAM	
  dn2ilvjubvm54grtor1n	dn2n5s29voog346lncrm	month	0.0 RUB	Access Transparency Subscribtion	
  dn2im0g43iedeohe4sac	dn28okfvqh19eiue6l2m	gbyte_hour	0.0769 RUB	Preemptible VM computing resources, Intel Ice Lake with Nvidia T4, RAM	
  dn2in5tir8ghu37ik2al	dn2dns25hpthhkqn2cps	zone_hour	0.0549 RUB	Cloud DNS. DNS zone	
  dn2inqkv9e3g8dhvfj46	dn2hmdmghr9j2odlvssi	gbyte_hour	0.4197 RUB	Managed Service for PostgreSQL. Host computing resources, Intel Cascade Lake, RAM, CVoS for 1 year	
  dn2ipnaa10sls6i7osfv	dn22pas77ftg9h3f2djj	core_hour	0.3514 RUB	Preemptible VM computing resources, Intel Cascade Lake, 100% vCPU	
  dn2iqe3mhypusw6pjnzr	dn2jfbheag6vvls7oplt	server_month	197.03 RUB	RAM 384 Gb DDR4 ECC REG	
  dn2iqvpuvujh28ggku9h	dn2ydbtgqogjqcrlbehu	gbyte_hour	0.0 RUB	YDB Serverless. Data storage	
  dn2ir5imkb2qd0ja1h3t	dn2jfbheag6vvls7oplt	server_month	184.47 RUB	BareMetal. Server type BA-i201-H with 3 month rental period	
  dn2istwibkqtj2le6odt	dn2jfbheag6vvls7oplt	server_month	1150.87 RUB	BareMetal. Server type BA-i310-S-1/10G with 1 day rental period	
  dn2itj42rjvc71ogavf8	dn2jfbheag6vvls7oplt	server_month	185.03 RUB	BareMetal. Server type BA-i100-H with 1 day rental period	
  dn2itowebyohlkobfpqx	dn2hjd8fhbb14l7vkp2c	gbyte_hour	0.6533 RUB	Managed Service for OpenSearch. Host computing resources, AMD Zen 4, RAM, CVoS for 6 months	
  dn2iuxlnsjt9gc3f10u9	dn2m1lagd9bf5oopu2r0	rub	0.05 RUB	Technical support. Business service plan, сost of consumed paid resources residing in the organization	
  dn2iv9kja0ntvt3uocjm	dn2220hr46dtogekm57v	core_hour	0.6149 RUB	Managed Service for ClickHouse®. Computing resources of ZooKeeper hosts, Intel Cascade Lake, 20% vCPU	
  dn2ivnqcdhjijlq11se2	dn2pr3ni7eesvh97h5ro	gbyte	0.0659 RUB	Network Load Balancer. Processing of incoming traffic by load balancer	
  dn2iwltgbx5up3rt5q2f	dn28d4gpcfmv27l612lh	image	0.0495 RUB	Security Deck. DSPM, detection of sensitive information in graphic format	
  dn2j0ae9saakp2ouv9vj	dn28hpu6268356q0j8mk	core_hour	0.1318 RUB	Yandex Data Processing. Host computing resources, Intel Ice Lake, 100% vCPU	
  dn2j1e6ag4ebi1lqhpb5	dn2mse6mu1meu7orkmre	core_hour	1.0541 RUB	Managed Service for Apache Kafka®. Apache Kafka® broker host computing resources, Intel Ice Lake, 50% vCPU	
  dn2j2khrfcdc4p1aki30	dn2af04ph5otc5f23o1h	master_hour	0.2442 RUB	Managed Service for Kubernetes®. Regional master	
  dn2j3lv6ln3prgf1sotn	dn2k9ntpr7hljm0o71sg	secret_version_hour	0.0274 RUB	Lockbox. Storage secret version	
  dn2j5peijdjukkvgz6m2	dn2o984h40l32p7t5nsv	1k_token	0.1 RUB	Text generation, gpt-oss-20b model, tool tokens, synchronous mode	
  dn2j656kr4cvprjgsrm6	dn2o984h40l32p7t5nsv	1k_token	1.2 RUB	Text generation, YandexGPT Pro 5 model, output tokens, synchronous mode	
  dn2j65mpdqb6wej5c5xi	dn2jfbheag6vvls7oplt	server_month	151.46 RUB	BareMetal. Server type BF25-i201-H with 6 month rental period	
  dn2j6htm2lyoz456lj62	dn2jfbheag6vvls7oplt	server_month	158.6 RUB	BareMetal. Server type BF25-i202-S with 1 year rental period	
  dn2j6j6hfq5siad4a2pe	dn2mse6mu1meu7orkmre	core_hour	1.658 RUB	Managed Service for Apache Kafka®. Computing resources of Apache Kafka® Raft hosts, Intel Ice Lake, 100% vCPU	
  dn2j7e6hs2j2ugni50lq	dn28hpu626uudbq0j8mk	gbyte_hour	0.0198 RUB	Managed Service for MySQL®. Storage on network SSD disks	
  dn2j8m9b9h9mr5241aig	dn2l7rvq9j43kk6ips5i	gbyte_hour	0.3074 RUB	MPP Analytics for PostgreSQL. Computing resources of dedicated hosts, Intel Ice Lake, RAM	
  dn2j99trpq69gv8ps99m	dn2hjd8fhbb14l7vkp2c	gbyte_hour	0.5995 RUB	Managed Service for OpenSearch. Host computing resources, Intel Ice Lake, RAM, CVoS for 1 year	
  dn2jaak4ipvn3sbqj6bb	dn2yds6scistjlmes0fe	hour	0.1281 RUB	Yandex Data Streams. Provided shard throughput limit up to 128 KB/s, storage time 4 hours	
  dn2jashzfnhc4mbn5ng6	dn20fgh8pg8d27h1cp7f	request	91.5 RUB	Brand Voice Lite. One-time fee for creating one voice	
  dn2jbe8pp30806tb8dev	dn2hb3vlkb6qfih0pgv6	gbyte_hour	0.0332 RUB	Managed Service for Valkey™. Ultra high-speed network storage with three replicas (SSD)	
  dn2jc74moe4laf8m6m7j	dn2jfbheag6vvls7oplt	server_month	944.55 RUB	BareMetal. Server type BA-i211-8S-10G with 6 month rental period	
  dn2jce33tbqzmzfnreef	dn2jfbheag6vvls7oplt	server_month	2631.09 RUB	BareMetal. Server type  BA-a612-N-25G-P1 with 1 month rental period	
  dn2jdfhvkkk5djdn5a67	dn2jfbheag6vvls7oplt	server_month	78.08 RUB	RAM 128 Gb DDR4 ECC REG	
  dn2jdzkuxzlq7wi55fak	dn2jfbheag6vvls7oplt	server_month	1255.58 RUB	BareMetal. Server type  BA-a401-2N2H-25G  with 1 day rental period	
  dn2jeuof2ujtjeadau6i	dn2hjd8fhbb14l7vkp2c	core_hour	1.1244 RUB	Managed Service for OpenSearch. Host computing resources, Intel Ice Lake, 50% vCPU	
  dn2jffe4il8ivq07o1hp	dn2l7rvq9j43kk6ips5i	core_hour	0.0 RUB	VM on dedicated hosts. Greenplum. Intel Ice Lake (Compute Optimized). Software accelerated network	
  dn2jfrjoic5h3nh7e6jh	dn28okfvqh19eiue6l2m	gpu_hour	7.5763 RUB	Regular VM computing resources, Gen2, 1 GPU	
  dn2jgf6sadgevrmcbka9	dn24j84p743fhjngkebd	unit_second	0.0013 RUB	DataSphere - storage model	
  dn2jhmhdvja4tfm3jf2o	dn2jfbheag6vvls7oplt	server_month	0.0 RUB	BareMetal. Server type BA-a609-N-25G-Gx5080 with 1 day rental period	
  dn2jigahawk2h4jvhi4s	dn21smrl41t3kuid1qm5	1k_request	0.0 RUB	Retrieving data from the Wordstat API	
  dn2jilts073t1mqve0tj	dn2iqlgecrio4statr88	month	360.07 RUB	Interconnect. Direct trunk connection, 120 TB	
  dn2jjixzyga4lprwwco6	dn2fat3ycizke72tqqwo	event	0.2721 RUB	CNS. Beeline, promotional SMS, 11 to 20 events per 1 recipient (package)	
  dn2jjokphu3njr7tlq3j	dn2hjd8fhbb14l7vkp2c	gbyte_hour	1.0808 RUB	Managed Service for OpenSearch. Host computing resources, AMD Zen 4 HighFreq, RAM	
  dn2jkh5gv204stihr4qh	dn2oxk4367kv6etfvj5x	1m_points	7.686 RUB	Monium. Exporting metric values in Prometheus format via API	
  dn2jlgymkgmvherpay4n	dn2jfbheag6vvls7oplt	server_month	1070.31 RUB	BareMetal. Server type BA-i310-S-1/10G with 6 month rental period	
  dn2jmvmaddq8nqp9vkjr	dn2220hr46dtogekm57v	core_hour	1.1968 RUB	Managed Service for ClickHouse®. Computing resources of ZooKeeper hosts, AMD Zen 4, 100% vCPU	
  dn2jn72ew2k3afesrmhk	dn2r2co4fs3e7sxyuip3	gbyte	7.0 RUB	Additional LFS storage capacity	
  dn2jnalblnfpveewpfia	dn2o984h40l32p7t5nsv	1k_token	0.41 RUB	Text generation, YandexGPT Pro 5.1 model, output tokens, asynchronous mode	
  dn2jpds39pcgeenmlsao	dn28hpu626uudbq0j8mk	core_hour	0.0 RUB	VM on dedicated hosts. MySQL. Intel Ice Lake (Compute Optimized). Software accelerated network	
  dn2jqpn5pcn1kjtf06e5	dn2mse6mu1meu7orkmre	core_hour	0.0 RUB	ZooKeeper for Apache Kafka®. Intel Ice Lake (Compute Optimized). Software accelerated network	
  dn2js0sk2urrk028i5v2	dn2iqlgecrio4statr88	month	112.54 RUB	Interconnect.Direct trunk connection, 30 TB	
  dn2jt6nbkfb7eb6uvlj3	dn2220hr46dtogekm57v	core_hour	1.8886 RUB	Managed Service for ClickHouse®. Computing resources of ClickHouse® Keeper hosts, AMD Zen 4, 100% vCPU	
  dn2jtoi2b2ml7c5287iv	dn28hpu626uudbq0j8mk	gbyte_hour	0.2268 RUB	Managed Service for MySQL®. Computing resources of dedicated hosts, AMD Zen 4 HighFreq, RAM	
  dn2jtph6ivdp6h5qqa5r	dn2jfbheag6vvls7oplt	server_month	56.12 RUB	20 Tb HDD SATA Enterprise	
  dn2jv46nvrej97rreqq7	dn20fgh8pg8d27h1cp7f	1m_symbols	13.42 RUB	Speech synthesis, standard voices API v1	
  dn2jvijde54vqeic49vd	dn20fgh8pg8d27h1cp7f	second	0.0025 RUB	Asynchronous audio file recognition, deferred mode	
  dn2jwzbvnw6hghewhy4z	dn2jfbheag6vvls7oplt	server_month	158.0 RUB	BareMetal. Server type LA-i110-S-1/10G with 1 month rental period	
  dn2jy5nvkpdkmwfvm6kj	dn2o984h40l32p7t5nsv	1k_token	0.8 RUB	Text generation, YandexGPT Pro 5.1 model, input tokens, synchronous mode	
  dn2jynsu7oe5h43skww6	dn2220hr46dtogekm57v	core_hour	1.473 RUB	Managed Service for ClickHouse®. ClickHouse® Keeper, AMD EPYC Zen4. 100% vCPU, committed usage for 1 year	
  dn2k0omvmglh857u60vu	dn28okfvqh19eiue6l2m	gbyte_hour	0.1257 RUB	Preemptible VM computing resources, Intel Broadwell with NVIDIA V100, RAM	
  dn2k0v8c4v45pokdrnjq	dn2li5qddoc5cad2n6br	10k_request	2.1301 RUB	Object Storage. Ice storage, HEAD operations	
  dn2k2lhh3projb4gbhke	dn2dns25hpthhkqn2cps	1m_request	0.3514 RUB	Cloud DNS. Public DNS requests (authoritative)	
  dn2k2nd7nhrbcn4avlu9	dn22pas77ftg9h3f2djj	core_hour	2.3497 RUB	Software-accelerated network, Intel Ice Lake	
  dn2k2zqaoqzwhfdwxuwd	dn2jfbheag6vvls7oplt	server_month	1398.25 RUB	BareMetal. Server type HA-i502-N-25G-GxL4 with 1 year rental period	
  dn2k3mcygm5lrhav7mgd	dn2jfbheag6vvls7oplt	server_month	1536.18 RUB	BareMetal. Server type BA-i506-NH-25G with 1 day rental period	
  dn2k3vqlk9snp1jv351u	dn22pas77ftg9h3f2djj	core_hour	1.1529 RUB	Regular VM computing resources, Intel Ice Lake, 100% vCPU	
  dn2k4nll5o0unlnnn0hf	dn2hmdmghr9j2odlvssi	core_hour	1.0892 RUB	Managed Service for PostgreSQL. Host computing resources, Intel Cascade Lake, 20% vCPU	
  dn2k4si55bfjrusmsutd	dn2mse6mu1meu7orkmre	core_hour	0.0 RUB	Apache Kafka®. AMD EPYC Zen4 (Compute Optimized). Software accelerated network	
  dn2k4uj24mr40qum106j	dn2jfbheag6vvls7oplt	server_month	210.05 RUB	Baremetal. Server type BA-i204-SH with 1 month rental period	
  dn2k4waxyycntde6xse6	dn2jfbheag6vvls7oplt	server_month	148.63 RUB	7.6 Tb SSD NVMe Enterprise	
  dn2k4yptgzyfw2d4cskz	dn2o984h40l32p7t5nsv	1k_token	0.41 RUB	Text generation, DeepSeek 2 VL model, output tokens, batch mode	
  dn2k5fnkc2gf6turl3nn	dn2jfbheag6vvls7oplt	server_month	230.58 RUB	AMD EPYC 7663 (56c/112t, 2.0 GHz) [Milan]	
  dn2k72yxwvvl6lesc2g6	dn2o984h40l32p7t5nsv	1k_token	0.1 RUB	Text generation, gpt-oss-20b model, input tokens, synchronous mode	
  dn2k7xqbq3ajtqf7zzlh	dn2jfbheag6vvls7oplt	server_month	21.56 RUB	8 Tb HDD SATA Enterprise	
  dn2k8rbi48paspive2co	dn2jfbheag6vvls7oplt	server_month	163.32 RUB	BareMetal. Server type BA-i102-S with 1 year rental period	
  dn2kaq7hd7i7dgwlugda	dn2thrwhzxl2ygay7nvq	gbyte_hour	0.0053 RUB	Managed Service for YTsaurus. Storage on network HDD disks	
  dn2kc1q1gdcgmj928fc4	dn2220hr46dtogekm57v	core_hour	0.0 RUB	ClickHouse. Intel Ice Lake (Compute Optimized). Software accelerated network	
  dn2kc8n4acl0bj986954	dn2hjd8fhbb14l7vkp2c	core_hour	1.5679 RUB	Managed Service for OpenSearch. Host computing resources, Intel Cascade Lake. 100% vCPU, CVoS for 6 months	
  dn2kcvsesnul9uv2r80d	dn2m45g7b9fhfnpqs0je	second	0.0 RUB	Yandex GPT analytics	
  dn2kd8egpcfqmm4b9f1m	dn2mse6mu1meu7orkmre	gbyte_hour	0.3514 RUB	Managed Service for Apache Kafka®. Computing resources of ZooKeeper hosts, Intel Cascade Lake, RAM	
  dn2kdlvs55vyryxmd2pc	dn2jfbheag6vvls7oplt	server_month	158.6 RUB	BareMetal. Server type BF25-i202-S with 3 month rental period	
  dn2kdpjakzvzax26cb3t	dn2220hr46dtogekm57v	core_hour	2.3875 RUB	Managed Service for ClickHouse®. Computing resources of ClickHouse® Keeper hosts, Intel Broadwell, 100% vCPU	
  dn2kecth6uxsypxlwk2q	dn2jfbheag6vvls7oplt	server_month	159.82 RUB	7.6 Tb SSD NVMe Enterprise	
  dn2kejp4lkmcgpf3t46m	dn2jfbheag6vvls7oplt	server_month	46.15 RUB	18 Tb HDD SATA Enterprise	
  dn2kelc4hlmn29s0nbv4	dn2pr3ni7eesvh97h5ro	hour	0.8564 RUB	Network Load Balancer. Internal load balancer	
  dn2kfg25ck5a3gkjoog2	dn2jfbheag6vvls7oplt	server_month	178.69 RUB	BareMetal. Server type BA-i102-S with 6 month rental period	
  dn2kfjsf7pmblupclrwv	dn2jfbheag6vvls7oplt	server_month	1607.35 RUB	BareMetal. Server type BA-i507-NH-2X25G with 1 day rental period	
  dn2kflnqsib4se6md100	dn2o984h40l32p7t5nsv	1m_symbols	5.004 RUB	Language detection via Translate	
  dn2kg3kak19fubcmerdh	dn2ydbtgqogjqcrlbehu	rcu_hour	0.0176 RUB	YDB Serverless. Data operations with one-month commitment	
  dn2kiqt0u68kuqv7692p	dn2hj22hpe85kloqo6ag	profile_month	0.0 RUB	Smart Web Security. Security profile	
  dn2kjbnfqfuasu5uyw77	dn2220hr46dtogekm57v	core_hour	0.0 RUB	ClickHouse Keeper. AMD EPYC Zen4 (Compute Optimized). Software accelerated network	
  dn2kjl4tw2rmzp2erafy	dn2jfbheag6vvls7oplt	server_month	902.34 RUB	BareMetal. Server type  BA-i208-S-10G-P1 with 1 month rental period	
  dn2kjyzpmedhy75myhoh	dn2jfbheag6vvls7oplt	server_month	29.58 RUB	1.6 Tb SSD NVMe Enterprise	
  dn2kke6qjoetsu276fph	dn2jfbheag6vvls7oplt	server_month	289.49 RUB	BareMetal. Server type BA-i106-SH-10G with 1 year rental period	
  dn2kkiff4ugazm3y3zkx	dn2jfbheag6vvls7oplt	server_month	143.45 RUB	BareMetal. Server type LA-i101-H with 1 year rental period	
  dn2kktaxucp5qcd4qwg2	dn2jfbheag6vvls7oplt	server_month	730.87 RUB	Server Base (with redundant PSU)	
  dn2kl2dpcdusi7z2oe72	dn2jfbheag6vvls7oplt	server_month	1179.03 RUB	BareMetal. Server type BA-i215-SS-10G with 6 month rental period	
  dn2kldddix4p3cb2qkyh	dn2jfbheag6vvls7oplt	server_month	656.77 RUB	BareMetal. Server type BA-i307-S-1/10G with 1 year rental period	
  dn2kllf2dqxte3qnj7vq	dn28okfvqh19eiue6l2m	core_hour	0.915 RUB	Preemptible VM computing resources, GPU PLATFORM V4, 100% vCPU	
  dn2kmalpsed7rnwvzypd	dn2jfbheag6vvls7oplt	server_month	874.78 RUB	RAM 1536 Gb DDR5 ECC REG	
  dn2kmalzeqjyifqw4ce5	dn2thrwhzxl2ygay7nvq	core_hour	1.3837 RUB	Managed Service for YTsaurus. Component computing resources, Master Node (Intel Ice Lake), vCPU	
  dn2kmnnjs9sq9hokmp4s	dn2g45ennmllm0knk0gi	gbyte_hour	0.0029 RUB	Managed Service for GitLab. Storage of backups in Yandex Object Storage	
  dn2kmnu1a4g5l5jcedcn	dn2kmsd7hrdeb1u7c4nb	10k_request	3.1622 RUB	Key Management Service. Key operations - Generate	
  dn2kmo60hnuptsk8asro	dn2iqlgecrio4statr88	month	2177.6 RUB	Interconnect. Trunk connection via partner, 3 090 TB	
  dn2ko90o5lnvcgc0u6km	dn2hjd8fhbb14l7vkp2c	gbyte_hour	0.8894 RUB	Managed Service for OpenSearch. Host computing resources, Intel Ice Lake (Compute Optimized), RAM	
  dn2kol05hvp3tj76pqep	dn2mse6mu1meu7orkmre	fip_hour	0.2635 RUB	Managed Service for Apache Kafka®. Public IP address	
  dn2kpfi79f38bl6hdpjs	dn2jfbheag6vvls7oplt	server_month	157.27 RUB	BareMetal. Server type BA-i100-H with 1 year rental period	
  dn2kpjyznacctkzqbakh	dn2rse5n40m8h0bu8jqa	gbyte	1.0541 RUB	Cloud CDN. Outgoing traffic	
  dn2kpozwkk5f35bbeilt	dn2jfbheag6vvls7oplt	server_month	470.92 RUB	RAM 768 Gb DDR5 ECC REG	
  dn2kqcaiurudgqhxbjup	dn2jfbheag6vvls7oplt	server_month	158.6 RUB	BareMetal. Server type BF25-i202-S with 6 month rental period	
  dn2kqkk5bfp42phis9ql	dn28hpu626uudbq0j8mk	gbyte_hour	0.476 RUB	Managed Service for MySQL®. Computing resources of standard hosts, Intel Cascade Lake, RAM, CVoS for 6 months	
  dn2krclp8uj3432vmpre	dn22pas77ftg9h3f2djj	core_hour	0.1757 RUB	Preemptible VM computing resources, Intel Cascade Lake, 20% vCPU	
  dn2kt3ujgyrkhoezlykg	dn2jfbheag6vvls7oplt	server_month	54.46 RUB	3.8 Tb SSD NVMe Enterprise	
  dn2ku348i9v7212fi9cp	dn2jfbheag6vvls7oplt	server_month	180.59 RUB	BareMetal. Server type BA-i201-H with 6 month rental period	
  dn2ku64qu9ok9b82meor	dn2b0fi02sdmf46ijdl5	core_hour	1.7568 RUB	Yandex StoreDoc. Host computing resources, AMD Zen 4, 100% vCPU	
  dn2kvvtf8b4edrq2j4k3	dn2jfbheag6vvls7oplt	server_month	212.48 RUB	BareMetal. Server type BA-i104-SH with 1 day rental period	
  dn2kvvyzsww5npxnebsp	dn2jfbheag6vvls7oplt	server_month	891.48 RUB	BareMetal. Server type BA-i305-S-1/10G with 3 month rental period	
  dn2kwtyc4rsjl45zge33	dn2jfbheag6vvls7oplt	server_month	3865.36 RUB	BareMetal. Server type  HA-a701-6N-4H-2X25G  with 1 day rental period	
  dn2l09d8brnv9s8m5p2r	dn22pas77ftg9h3f2djj	core_hour	0.1757 RUB	Regular VM computing resources, Intel Cascade Lake, 5% vCPU	
  dn2l0lh2aon42b2d7jb9	dn2hmdmghr9j2odlvssi	gbyte_hour	0.0049 RUB	Managed Service for PostgreSQL. Storage on network HDD disks	
  dn2l332n5sb3eez56xso	dn2jfbheag6vvls7oplt	server_month	2109.38 RUB	BareMetal. Server type  HA-i502-N-25G-GxL4-P1 with 3 month rental period	
  dn2l376vqgcxlljyj5al	dn2hmdmghr9j2odlvssi	gbyte_hour	0.4106 RUB	Managed Service for PostgreSQL. Host computing resources, AMD Zen 4, RAM, CVoS for 6 months	
  dn2l5ndw2bje755zbqr3	dn2jfbheag6vvls7oplt	server_month	80.52 RUB	AMD EPYC 7702 (64c/128t, 2.0 GHz) [Rome]	
  dn2l6h3sovqem675uih2	dn2hjd8fhbb14l7vkp2c	core_hour	1.1244 RUB	Managed Service for OpenSearch. Host computing resources, Intel Cascade Lake, 50% vCPU	
  dn2l7lp6fkm81ge7p8uc	dn2li5qddoc5cad2n6br	10k_request	0.0 RUB	Object Storage. Standard storage, HEAD operations	
  dn2ladabgu05iuluvd5o	dn2l7rvq9j43kk6ips5i	gbyte_hour	0.0 RUB	MPP Analytics for PostgreSQL. Backups beyond storage size	
  dn2lag3718gm9oq8dus2	dn22pas77ftg9h3f2djj	core_hour	1.9325 RUB	Regular VM computing resources, Intel Ice Lake (Compute Optimized), 100% vCPU	
  dn2lawovf56l6kdkebgl	dn2jfbheag6vvls7oplt	server_month	2616.69 RUB	BareMetal. Server type  BA-i512-NH-2X25G-P1 with 1 year rental period	
  dn2lbddwbtt3y5m4ph4e	dn2jfbheag6vvls7oplt	server_month	124.03 RUB	BareMetal. Server type LA-i107-S-1/10G with 6 month rental period	
  dn2lbfwmctpuvds5dgez	dn2thrwhzxl2ygay7nvq	gbyte_hour	0.3689 RUB	Managed Service for YTsaurus. Component computing resources, Exec Node (AMD EPYC™ with NVIDIA® Ampere® A100), RAM	
  dn2ld7dt234bvfh5s24q	dn2jfbheag6vvls7oplt	server_month	1459.37 RUB	BareMetal. Server type BA-i506-NH-25G with 3 month rental period	
  dn2ldghvmlmfmr4i895s	dn28okfvqh19eiue6l2m	interconnect_hour	3.3649 RUB	High-speed GPU cluster for Gen2, preemptible VMs	
  dn2lfsekea7dpb9vmk6v	dn2jfbheag6vvls7oplt	server_month	512.85 RUB	BareMetal. Server type BA-i207-H with 3 month rental period	
  dn2lfxfo6mpv2kpeeeng	dn2jfbheag6vvls7oplt	server_month	1108.45 RUB	BareMetal. Server type BA-i211-8S-2X25G with 1 month rental period	
  dn2lg2hrvbn5b8lm7em4	dn28okfvqh19eiue6l2m	gbyte_hour	0.3074 RUB	Regular VM computing resources, Intel Ice Lake with Nvidia T4, RAM	
  dn2li39nrrjbh305jer7	dn28hpu626uudbq0j8mk	core_hour	0.0 RUB	VM on dedicated hosts. MySQL. AMD EPYC Zen4 (Compute Optimized). Software accelerated network	
  dn2lje1ou5judp2gooai	dn2jfbheag6vvls7oplt	server_month	192.15 RUB	BareMetal. Server type BA-i102-S with 1 day rental period	
  dn2ljmpg33wqyy4xsqin	dn2jfbheag6vvls7oplt	server_month	772.67 RUB	BareMetal. Server type BA-i307-S-1/10G with 1 day rental period	
  dn2ljuma6jkt2ljhmml2	dn2jfbheag6vvls7oplt	server_month	186.17 RUB	BareMetal. Server type BF261-i206 with 1 year rental period	
  dn2lk4ern5a22t7ncphh	dn2mse6mu1meu7orkmre	core_hour	1.5679 RUB	Managed Service for Apache Kafka®. Computing resources of Apache Kafka® Raft hosts, Intel Cascade Lake, 100% vCPU, CVoS for 1 year	
  dn2llsw6zdiwrnbxpjsi	dn2jfbheag6vvls7oplt	server_month	397.17 RUB	RAM 768 Gb DDR4 ECC REG	
  dn2lm4wipbhyzhoq55iv	dn2o984h40l32p7t5nsv	1k_token	0.5 RUB	Text generation, Qwen3 235B model, cached tokens, synchronous mode	
  dn2lm7dg9shrdgovg7aa	dn2yds6scistjlmes0fe	hour	0.2196 RUB	Yandex Data Streams. Provided shard throughput limit up to 128 KB/s, storage time 24 hours	
  dn2lncsqs6acqa2laqq4	dn2jfbheag6vvls7oplt	server_month	285.98 RUB	BareMetal. Server type BA-i209-SS-1/10G with 1 month rental period	
  dn2lo0l3birckqii0kpd	dn28hpu626uudbq0j8mk	core_hour	1.1244 RUB	Managed Service for MySQL®. Computing resources of standard hosts, Intel Ice Lake, 50% vCPU	
  dn2lohn949fpeaim1j46	dn24j84p743fhjngkebd	unit_second	0.0013 RUB	DataSphere - storage jobs data	
  dn2lou40il2st50oh4pd	dn2220hr46dtogekm57v	gbyte_hour	0.0332 RUB	Managed Service for ClickHouse®. Ultra high-speed network storage with three replicas (SSD)	
  dn2lov15qqamcimfv84q	dn28okfvqh19eiue6l2m	gpu_hour	0.6534 RUB	Preemptible VM computing resources, Intel Broadwell with Nvidia Tesla v100, 1 NVIDIA V100 GPU	
  dn2loxxtnmlb45n3jmix	dn2jfbheag6vvls7oplt	server_month	346.05 RUB	BareMetal. Server type BA-i217-S-1/10G with 6 month rental period	
  dn2lp3d18b3skurcc2qu	dn2dtfaj8fno5r3beac3	core_hour	1.4384 RUB	Data Transfer. Number of cores	
  dn2lplbujv6a138nfu7v	dn2hjd8fhbb14l7vkp2c	gbyte_hour	0.7686 RUB	Managed Service for OpenSearch. Host computing resources, AMD Zen 4, RAM	
  dn2lqp2lilppilrl6a0h	dn2o984h40l32p7t5nsv	request	0.1525 RUB	Text classification	
  dn2lrgfodmymipx7lqgl	dn2o984h40l32p7t5nsv	1k_token	0.1 RUB	Text generation, Qwen3-4B model, input tokens, batch mode	
  dn2lsbs5tn54adofb0co	dn22pas77ftg9h3f2djj	gbyte_hour	0.3074 RUB	Computing resources of dedicated hosts, AMD Zen 4, RAM	
  dn2lsfskfirek2985fnd	dn28okfvqh19eiue6l2m	core_hour	0.3184 RUB	Preemptible VM computing resources, Intel Ice Lake with Nvidia T4, 100% vCPU	
  dn2lsj6pwg4nsuyk3oem	dn24j84p743fhjngkebd	unit_second	0.0013 RUB	DataSphere - file storage	
  dn2lskpe3xu5d7jadhj7	dn2jfbheag6vvls7oplt	server_month	464.23 RUB	BareMetal. Server type BF261-i302 with 1 month rental period	
